# Stellarium DSO catalog;;;;;;;;
# Version 3.7 standard;;;;;;;;
# NGC;MES;CAL;RA;DEC;MAG;TYPE;SIZE1;SIZE2
4964;0;0;196.353637;56.322678;13.85032;GALXY;1.193;0.692
6740;0;0;285.210358;28.771242;99;GALXY;1.193;0.692
115;0;0;6.692825;-33.6771;99;GALXY;1.193;0.716
1093;0;0;42.06735;34.419753;13.3122;GALXY;1.193;0.74
4763;0;0;193.363462;-17.005494;99;GALXY;1.193;0.835
1095;0;0;41.907804;4.637636;99;GALXY;1.193;1.05
3871;0;0;176.542313;33.108658;99;GALXY;1.19;0.286
7671;0;0;351.830537;12.467389;99;INGAL;1.19;0.643
3635;0;0;170.130554;-9.013756;99;GALXY;1.19;0.69
6945;0;0;309.752687;-4.972644;12.79892;GALXY;1.19;0.785
5695;0;0;219.342283;36.567794;13.6;GALXY;1.19;0.809
6599;0;0;273.929138;24.91245;12.82;GALXY;1.19;1.071
4783;0;0;193.6515;-12.55839;12.8;INGAL;1.189;0.944
2454;0;0;117.64595;16.368592;13.33216;GALXY;1.187;0.451
4117;0;0;181.942033;43.126464;13.06048;GALXY;1.187;0.57
2435;0;0;116.056771;31.651261;12.94224;GALXY;1.187;0.57
487;0;0;20.479479;-16.3704;99;GALXY;1.187;0.57
769;0;0;29.899646;30.909903;99;GALXY;1.187;0.617
7110;0;0;325.5506;-34.162136;99;GALXY;1.187;0.641
2994;0;0;146.817017;22.089486;13.26148;GALXY;1.187;0.736
7091;0;0;323.532042;-36.656011;99;GALXY;1.187;0.831
4493;0;0;187.784821;0.613789;13.5852;GALXY;1.187;0.878
1248;0;0;48.202329;-5.224675;99;GALXY;1.187;0.878
3374;0;0;162.004471;43.186547;99;RAGAL;1.187;0.878
1004;0;0;39.424217;1.975267;99;GALXY;1.187;0.973
1547;0;0;64.301733;-17.857428;99;GALXY;1.183;0.497
3997;0;0;179.450942;25.270614;18.27876;GALXY;1.183;0.568
3577;0;0;168.437013;48.272583;99;INGAL;1.183;0.568
7353;0;0;339.906129;11.769867;13.51;GALXY;1.183;0.686
4528;0;0;188.525025;11.321917;12.06;GALXY;1.183;0.686
3895;0;0;177.266679;59.432781;99;INGAL;1.183;0.686
4227;0;0;184.140333;33.521981;99;INGAL;1.183;0.686
6560;0;0;271.308258;46.881536;99;GALXY;1.183;0.686
4006;0;0;179.524125;-2.120125;12.99216;GALXY;1.183;0.828
5008;0;0;212.738587;25.497281;14.26008;GALXY;1.183;0.852
270;0;0;12.635521;-8.651597;99;GALXY;1.183;0.852
3667;0;0;171.070925;-13.857206;99;GALXY;1.183;1.041
5434;0;0;210.862746;9.466989;14.6664;RAGAL;1.18;0.33
699;0;0;27.682033;-12.035617;99;GALXY;1.18;0.33
861;0;0;33.963108;35.913581;99;GALXY;1.18;0.354
2375;0;0;111.789642;33.831792;99;GALXY;1.18;0.496
696;0;0;27.380333;-34.905211;99;GALXY;1.18;0.519
3443;0;0;163.250487;17.573628;14.5124;GALXY;1.18;0.566
3740;0;0;174.051408;59.976428;99;GALXY;1.18;0.566
4383;0;0;186.356325;16.470006;12.12;GALXY;1.18;0.661
3508;0;0;165.748625;-16.28945;99;GALXY;1.18;0.661
3039;0;0;148.123458;2.154442;13.45176;GALXY;1.18;0.684
5625;0;0;216.759475;39.957389;14.43712;GALXY;1.18;0.755
6750;0;0;285.150329;59.166711;99;GALXY;1.18;0.755
5963;0;0;233.365792;56.559381;13.65;GALXY;1.18;0.826
3516;0;0;166.697892;72.568528;12.4;GALXY;1.18;0.85
1101;0;0;42.061784;4.578017;99;GALXY;1.18;0.873
7149;0;0;328.048617;3.30125;99;GALXY;1.18;0.897
794;0;0;30.622146;18.372964;99;GALXY;1.18;0.991
4915;0;0;195.367617;-4.5464;99;GALXY;1.18;0.991
7345;0;0;339.686921;35.540547;99;GALXY;1.177;0.282
1719;0;0;74.894379;-0.260406;99;GALXY;1.177;0.377
4917;0;0;195.2314;47.222161;14.03092;GALXY;1.177;0.494
452;0;0;19.061875;31.033867;99;INGAL;1.177;0.518
4961;0;0;196.448225;27.734111;13.31204;GALXY;1.177;0.706
7518;0;0;348.302979;6.3216;99;INGAL;1.177;0.753
686;0;0;27.233846;-23.798206;99;GALXY;1.177;0.988
4146;0;0;182.575958;26.430786;13.4104;GALXY;1.177;1.012
7015;0;0;316.405792;11.414208;99;GALXY;1.177;1.059
2296;0;0;102.16296;-16.90161;99;REFNB;1.174;0.954
2793;0;0;139.19279;34.43167;99;GALXY;1.174;0.977
4234;0;0;184.28754;3.68236;99;GALXY;1.174;1.122
3409;0;0;162.584746;-17.043675;99;GALXY;1.173;0.329
876;0;0;34.472196;14.521642;99;GALXY;1.173;0.352
2152;0;0;90.230492;-50.740878;99;GALXY;1.173;0.446
827;0;0;32.234404;7.971372;99;GALXY;1.173;0.469
3648;0;0;170.631196;39.876972;12.64;GALXY;1.173;0.61
7612;0;0;349.934175;8.576369;99;GALXY;1.173;0.634
1194;0;0;45.954583;-1.103608;14.18;GALXY;1.173;0.751
2881;0;0;141.478058;-11.996347;99;GALXY;1.173;0.751
7365;0;0;341.29175;-19.952019;99;GALXY;1.173;0.774
3805;0;0;175.173617;20.343028;12.76872;GALXY;1.173;0.798
431;0;0;18.518958;33.704158;99;GALXY;1.173;0.821
1416;0;0;55.262033;-22.719181;99;GALXY;1.173;0.821
7053;0;0;320.2818;23.084994;13.19228;GALXY;1.173;0.962
5839;0;0;226.364471;1.634633;12.19;GALXY;1.173;0.986
2314;0;0;107.635696;75.326614;11.9;GALXY;1.173;0.986
1706;0;0;73.129225;-62.985828;99;GALXY;1.173;1.033
2438;0;0;115.46046;-14.73547;99;PLNNB;1.173;1.173
4058;0;0;180.954437;3.548211;99;GALXY;1.17;0.585
6443;0;0;266.141083;48.114086;99;GALXY;1.17;0.608
3468;0;0;164.379838;40.946197;13.27308;BLAZR;1.17;0.655
4110;0;0;181.764433;18.5317;99;GALXY;1.17;0.679
7566;0;0;349.155946;-2.330578;99;GALXY;1.17;0.679
5004;0;0;197.756654;29.636672;13.15;GALXY;1.17;0.725
5931;0;0;232.373337;7.573306;13.67524;GALXY;1.17;0.866
621;0;0;24.204375;35.512239;99;GALXY;1.17;0.889
5216;0;0;203.028458;62.700825;16.14;INGAL;1.17;0.959
4507;0;0;188.902575;-39.909211;13.54;GALXY;1.17;1.006
95;0;0;5.556367;10.491592;99;GALXY;1.17;1.076
3090;0;0;150.126;-2.96842;99;GALXY;1.169;1.042
423;0;0;17.842554;-29.234522;99;GALXY;1.167;0.35
2946;0;0;144.756408;17.025161;99;GALXY;1.167;0.397
4255;0;0;184.7341;4.785922;99;GALXY;1.167;0.537
904;0;0;36.023108;27.342492;99;GALXY;1.167;0.7
597;0;0;23.061837;-33.497047;99;GALXY;1.167;0.747
1036;0;0;40.120758;19.297078;99;GALXY;1.167;0.793
3327;0;0;159.991454;24.091239;13.13912;GALXY;1.167;0.887
7519;0;0;348.296812;10.772153;99;INGAL;1.167;0.887
7775;0;0;358.1019;28.772639;99;RAGAL;1.167;0.887
5125;0;0;201.002871;9.710083;13.02704;RAGAL;1.167;0.957
5592;0;0;215.979371;-28.688139;12.71;GALXY;1.167;0.957
630;0;0;23.901979;-39.357886;99;GALXY;1.167;1.073
3025;0;0;147.371108;-21.742278;99;GALXY;1.167;1.073
6072;0;0;243.241996;-36.229461;99;PLNNB;1.167;1.167
6931;0;0;308.422242;-11.368908;99;GALXY;1.163;0.349
1037;0;0;39.494629;-1.844181;99;GALXY;1.163;0.419
3086;0;0;150.045729;-2.976214;14.12764;GALXY;1.163;0.465
3428;0;0;162.872987;9.279567;13.35184;RAGAL;1.163;0.512
981;0;0;38.249558;-10.973936;99;GALXY;1.163;0.558
5604;0;0;216.178358;-3.212142;99;GALXY;1.163;0.675
2551;0;0;126.209558;73.412003;12.11;GALXY;1.163;0.745
1285;0;0;49.472558;-7.297717;12.83532;GALXY;1.163;0.907
5761;0;0;222.285354;-20.376014;99;GALXY;1.163;0.907
2329;0;0;107.283213;48.615597;13.99;GALXY;1.163;0.977
279;0;0;13.037246;-2.218447;99;?;1.163;1.024
5644;0;0;217.606538;11.928;99;GALXY;1.163;1.07
5059;0;0;199.2437;7.844656;99;GALXY;1.16;0.255
6617;0;0;273.5105;61.319514;99;GALXY;1.16;0.304
4988;0;0;197.476683;-43.105678;99;GALXY;1.16;0.464
102;0;0;6.152142;-13.956367;99;GALXY;1.16;0.487
5233;0;0;203.805558;34.677325;99;GALXY;1.16;0.557
4098;0;0;181.514954;20.608067;13.69336;GALXY;1.16;0.603
4355;0;0;186.727617;-0.877642;13.37;GALXY;1.16;0.626
1482;0;0;58.6622;-20.50245;12.15;GALXY;1.16;0.673
22;0;0;2.450725;27.832347;99;GALXY;1.16;0.673
1691;0;0;73.659692;3.267928;99;GALXY;1.16;0.673
3225;0;0;156.291367;58.150022;99;GALXY;1.16;0.766
7601;0;0;349.696287;9.233628;99;GALXY;1.16;0.835
7500;0;0;347.624117;11.012275;99;GALXY;1.16;0.928
3238;0;0;156.67935;57.226494;13.23684;GALXY;1.16;1.09
726;0;0;28.882804;-10.799775;99;GALXY;1.157;0.416
3018;0;0;147.422654;0.621208;99;INGAL;1.157;0.44
177;0;0;9.393063;-22.54925;99;GALXY;1.157;0.601
4704;0;0;192.193283;41.921281;13.78328;GALXY;1.157;0.671
6955;0;0;311.074892;2.594847;99;GALXY;1.157;0.694
950;0;0;37.299071;-11.024661;99;GALXY;1.157;0.879
7432;0;0;344.507967;13.134547;14.81;GALXY;1.157;0.948
7206;0;0;331.420379;16.7852;99;GALXY;1.157;0.995
1681;0;0;72.958571;-5.803211;13.4;GALXY;1.157;1.064
2497;0;0;120.54645;56.942372;99;GALXY;1.157;1.087
3739;0;0;173.906738;25.088603;14.49808;GALXY;1.153;0.392
7537;0;0;348.643737;4.498339;13.32864;INGAL;1.153;0.438
6150;0;0;246.458346;40.488728;13.32008;Q?;1.153;0.531
3481;0;0;164.859008;-7.543625;99;GALXY;1.153;0.646
7364;0;0;341.1015;-0.162;12.76732;RAGAL;1.153;0.738
7594;0;0;349.557983;10.298272;99;GALXY;1.153;0.738
3873;0;0;176.442171;19.773844;13.14132;INGAL;1.153;0.969
1993;0;0;83.856567;-17.815239;99;GALXY;1.153;1.084
4862;0;0;194.878479;-14.132392;99;GALXY;1.15;0.46
2987;0;0;146.422837;4.941933;13.35732;GALXY;1.15;0.552
6630;0;0;278.146667;-63.293403;13.97;INGAL;1.15;0.575
1112;0;0;42.251575;13.223817;99;GALXY;1.15;0.621
7351;0;0;340.362246;-4.444739;99;GALXY;1.15;0.667
6385;0;0;262.005892;57.5219;99;GALXY;1.15;0.713
6381;0;0;261.820467;60.014069;99;INGAL;1.15;0.805
668;0;0;26.5945;36.460275;99;GALXY;1.15;0.828
3977;0;0;179.029771;55.390656;13.34092;GALXY;1.15;0.851
3891;0;0;177.014037;30.359314;12.8196;GALXY;1.15;0.92
6515;0;0;269.354921;50.727992;99;GALXY;1.15;0.92
6035;0;0;240.850738;20.89125;99;GALXY;1.15;1.012
7779;0;0;358.361696;7.875636;99;GALXY;1.15;1.104
6175;0;0;247.49083;40.62911;99;RAGAL;1.148;0.398
6274;0;0;254.83554;29.94619;14.33;INGAL;1.148;0.616
4410;0;0;186.6167;9.0208;99;GALXY;1.148;0.724
5624;0;0;216.6475;51.58444;99;GALXY;1.148;0.758
7035;0;0;317.6925;-23.1367;99;INGAL;1.148;0.891
3222;0;0;155.64363;19.88722;13.00848;GALXY;1.148;1.023
3664;0;0;171.10479;3.222;99;INGAL;1.148;1.148
5544;0;0;214.26096;36.57108;99;INGAL;1.148;1.148
4403;0;0;186.553329;-7.684978;99;GALXY;1.147;0.482
2854;0;0;141.013154;49.204353;99;INGAL;1.147;0.505
1260;0;0;49.363354;41.405136;13.53004;GALXY;1.147;0.527
806;0;0;30.879817;-9.933356;14.49104;GALXY;1.147;0.596
7687;0;0;352.726867;3.546492;99;GALXY;1.147;0.803
7117;0;0;326.445954;-48.420403;99;GALXY;1.147;0.849
5123;0;0;200.793775;43.086333;12.997;RAGAL;1.147;0.94
7187;0;0;330.685396;-32.803081;99;GALXY;1.147;0.94
4416;0;0;186.694667;7.918833;11.57;GALXY;1.147;0.986
5401;0;0;209.931046;36.238225;99;GALXY;1.143;0.389
3083;0;0;149.956942;-2.877306;13.71044;GALXY;1.143;0.412
6244;0;0;252.016221;62.200478;99;GALXY;1.143;0.434
7277;0;0;336.545625;-31.145267;99;GALXY;1.143;0.572
2550;0;0;126.140167;74.012306;99;GALXY;1.143;0.595
6185;0;0;248.324113;35.342481;99;GALXY;1.143;0.663
7563;0;0;348.983125;13.196286;12.81;GALXY;1.143;0.823
3209;0;0;155.160021;25.504939;99;GALXY;1.143;0.846
1701;0;0;73.963004;-29.8834;99;GALXY;1.143;0.892
873;0;0;34.134808;-11.348594;12.71;GALXY;1.143;1.006
6794;0;0;292.016175;-38.918831;99;GALXY;1.143;1.075
5439;0;0;210.490267;46.311822;13.86972;GALXY;1.14;0.433
3674;0;0;171.610871;57.048289;99;GALXY;1.14;0.433
6317;0;0;257.247771;62.897883;99;GALXY;1.14;0.433
5599;0;0;215.960921;6.576058;99;GALXY;1.14;0.479
2469;0;0;119.51435;56.680453;99;GALXY;1.14;0.616
374;0;0;16.774075;32.795139;99;GALXY;1.14;0.638
7344;0;0;339.901125;-4.158972;99;GALXY;1.14;0.638
3259;0;0;158.145067;65.041053;16.89;GALXY;1.14;0.684
4067;0;0;181.048158;10.854353;99;GALXY;1.14;0.73
1085;0;0;41.60545;3.607172;12.8592;GALXY;1.14;0.752
3853;0;0;176.118075;16.557986;99;GALXY;1.14;0.775
7734;0;0;355.678833;-65.944594;99;INGAL;1.14;0.798
731;0;0;28.734338;-9.010881;12.48872;GALXY;1.14;1.026
466;0;0;19.305296;-58.909978;99;GALXY;1.14;1.026
5095;0;0;200.153579;-2.289367;13.85932;GALXY;1.137;0.477
6680;0;0;279.933229;22.316453;99;GALXY;1.137;0.546
7451;0;0;345.170046;8.467783;14.0724;GALXY;1.137;0.614
3385;0;0;162.048475;4.927719;13.26192;GALXY;1.137;0.614
3777;0;0;174.028521;-12.569092;99;GALXY;1.137;0.682
4953;0;0;196.543671;-37.585742;99;GALXY;1.137;0.864
364;0;0;16.170312;-0.802661;13.34636;GALXY;1.137;0.909
5912;0;0;227.921067;75.384917;12.98;INGAL;1.137;0.909
6283;0;0;254.860658;49.921986;99;GALXY;1.137;0.909
6987;0;0;314.543058;-48.630311;99;GALXY;1.137;1
759;0;0;29.459692;36.343103;99;GALXY;1.137;1.068
3651;0;0;170.6098;24.299111;13.53968;GALXY;1.137;1.114
2073;0;0;86.4747;-21.999114;99;GALXY;1.137;1.114
2522;0;0;121.556054;17.706436;99;GALXY;1.133;0.34
7178;0;0;330.604887;-35.790319;99;GALXY;1.133;0.408
2823;0;0;139.822554;34.008064;14.30924;RAGAL;1.133;0.431
2844;0;0;140.450104;40.151217;99;GALXY;1.133;0.544
7547;0;0;348.764496;18.973481;99;GALXY;1.133;0.567
1906;0;0;81.196221;-15.943303;99;GALXY;1.133;0.657
5978;0;0;235.613525;-13.234308;99;GALXY;1.133;0.748
3902;0;0;177.328108;26.121528;99;RAGAL;1.133;0.771
7034;0;0;317.409058;15.150553;99;INGAL;1.133;0.771
7051;0;0;319.963867;-8.7829;99;GALXY;1.133;0.771
5876;0;0;227.381529;54.50635;99;GALXY;1.133;0.839
3121;0;0;151.716279;14.373547;13.47516;GALXY;1.133;1.043
240;0;0;11.258004;6.113411;99;GALXY;1.133;1.088
1889;0;0;80.6471;-11.4967;99;GALXY;1.132;1.009
6419;0;0;264.023804;68.155922;13.97364;GALXY;1.13;0.294
7085;0;0;323.105071;6.581264;99;GALXY;1.13;0.429
3092;0;0;150.197725;-3.01245;13.98668;GALXY;1.13;0.542
6232;0;0;250.834304;70.632531;99;GALXY;1.13;0.565
762;0;0;29.240733;-5.402864;99;GALXY;1.13;0.588
7828;0;0;1.612842;-13.416131;99;INGAL;1.13;0.655
2510;0;0;120.544442;9.486089;99;GALXY;1.13;0.701
4186;0;0;183.527129;14.725681;99;GALXY;1.13;0.701
1759;0;0;75.204292;-38.673867;99;GALXY;1.13;0.768
6606;0;0;273.673371;43.268561;99;GALXY;1.13;0.791
78;0;0;5.114508;0.8336;99;INGAL;1.13;0.836
5702;0;0;219.7296;20.506675;99;GALXY;1.13;0.836
1490;0;0;58.3925;-66.018128;99;GALXY;1.13;0.881
7559;0;0;348.943908;13.290381;99;GALXY;1.13;1.017
2641;0;0;131.990004;72.895736;99;GALXY;1.13;1.04
3926;0;0;177.867704;22.025956;99;INGAL;1.13;1.085
7275;0;0;336.071746;32.446197;99;GALXY;1.127;0.248
6330;0;0;258.935;29.404175;14.01044;RAGAL;1.127;0.338
3543;0;0;167.73535;61.3473;14.15892;GALXY;1.127;0.361
1190;0;0;45.858867;-15.661933;99;GALXY;1.127;0.473
2851;0;0;140.125854;-16.495144;99;GALXY;1.127;0.586
3408;0;0;163.048629;58.438011;14.05704;RAGAL;1.127;0.631
7591;0;0;349.567808;6.585775;99;GALXY;1.127;0.721
2328;0;0;105.650804;-42.068578;99;GALXY;1.127;0.789
1153;0;0;44.542867;3.361939;99;GALXY;1.127;0.879
1063;0;0;40.541942;-5.568622;99;GALXY;1.123;0.584
7138;0;0;327.254579;12.514336;99;GALXY;1.123;0.584
6484;0;0;267.945708;24.483375;99;GALXY;1.123;0.696
6922;0;0;307.470429;-2.1912;99;GALXY;1.123;0.696
1609;0;0;68.187958;-4.372422;99;GALXY;1.123;0.741
7660;0;0;351.452821;27.029964;99;GALXY;1.123;0.741
7794;0;0;359.642;10.728264;13.05152;GALXY;1.123;0.921
7349;0;0;340.3087;-21.7969;14.51;GALXY;1.122;0.38
1803;0;0;76.36083;-49.56806;99;INGAL;1.122;0.691
1797;0;0;76.9333;-8.0186;99;GALXY;1.122;0.812
5144;0;0;200.72387;70.51328;99;GALXY;1.122;0.851
461;0;0;19.33554;-33.84033;99;GALXY;1.122;0.87
2597;0;0;127.510604;21.488458;99;GALXY;1.12;0.448
2087;0;0;86.066675;-55.532364;99;GALXY;1.12;0.538
3369;0;0;161.686021;-25.244403;99;GALXY;1.12;0.56
2971;0;0;145.9422;36.179486;99;GALXY;1.12;0.582
6305;0;0;259.503846;-59.17205;12.61;GALXY;1.12;0.65
6900;0;0;305.396363;-2.569225;99;GALXY;1.12;0.65
6146;0;0;246.293029;40.892747;12.83048;BLAZR;1.12;0.762
664;0;0;25.940925;4.222853;13.04784;GALXY;1.12;0.784
5778;0;0;223.631104;18.642381;14.09584;GALXY;1.12;0.806
3598;0;0;168.798692;17.262756;99;GALXY;1.12;0.829
2646;0;0;132.5921;73.463172;99;GALXY;1.12;0.896
967;0;0;38.052967;-17.216825;99;GALXY;1.12;0.941
489;0;0;20.474596;9.206489;99;GALXY;1.117;0.313
54;0;0;3.781975;-7.106775;99;GALXY;1.117;0.402
2600;0;0;128.687758;52.715739;14.44344;GALXY;1.117;0.447
2638;0;0;130.607317;37.221142;13.26288;GALXY;1.117;0.491
2704;0;0;134.198867;39.382064;99;GALXY;1.117;0.491
7406;0;0;343.484346;-6.579256;99;GALXY;1.117;0.514
7701;0;0;353.631196;-2.854231;99;GALXY;1.117;0.558
4587;0;0;189.647692;2.657433;99;GALXY;1.117;0.603
237;0;0;10.866171;-0.124867;13.06;GALXY;1.117;0.625
6627;0;0;275.662171;15.697981;99;GALXY;1.117;0.648
5988;0;0;236.140962;10.293225;14.0978;GALXY;1.117;0.715
6233;0;0;252.565537;23.579856;13.54936;GALXY;1.117;0.849
4375;0;0;186.252046;28.558517;13.32904;RAGAL;1.117;0.916
6125;0;0;244.798142;57.984111;99;GALXY;1.117;1.05
4611;0;0;190.355879;13.729414;14.33364;GALXY;1.113;0.289
4706;0;0;192.475754;-41.279342;13.5;GALXY;1.113;0.601
3253;0;0;157.113771;12.704008;99;GALXY;1.113;0.69
7290;0;0;337.110108;17.147447;13.4646;GALXY;1.113;0.713
921;0;0;36.639296;-15.847544;99;GALXY;1.113;0.713
3164;0;0;153.797654;56.671981;99;GALXY;1.113;0.713
3276;0;0;157.788271;-39.944644;99;GALXY;1.113;0.735
5027;0;0;198.337417;6.061158;13.53316;GALXY;1.113;0.757
6697;0;0;281.312254;25.512553;99;GALXY;1.113;0.757
5799;0;0;226.396592;-72.432878;99;GALXY;1.113;0.846
6575;0;0;272.739563;31.116236;99;INGAL;1.113;0.868
4690;0;0;191.981325;-1.655975;13.17776;GALXY;1.113;0.891
4257;0;0;184.776992;5.725925;99;GALXY;1.11;0.377
311;0;0;14.386417;30.280803;13;GALXY;1.11;0.511
7258;0;0;335.741942;-28.345108;99;GALXY;1.11;0.577
5118;0;0;200.864471;6.392731;99;RAGAL;1.11;0.644
5431;0;0;210.779725;9.363142;99;GALXY;1.11;0.644
7216;0;0;333.149171;-68.661889;99;GALXY;1.11;0.821
7529;0;0;348.513367;8.992531;99;GALXY;1.11;0.844
5352;0;0;208.410308;36.134217;13.36512;RAGAL;1.11;0.866
7728;0;0;355.003495;27.133715;99;GALXY;1.11;0.866
7130;0;0;327.081208;-34.951314;13.87;GALXY;1.11;0.977
83;0;0;5.343329;22.433642;99;GALXY;1.11;0.977
2521;0;0;122.205817;57.769586;99;GALXY;1.11;0.977
4629;0;0;190.636367;-1.350594;13.98784;GALXY;1.11;1.043
230;0;0;10.613296;-23.628806;99;GALXY;1.107;0.221
3679;0;0;171.535829;-5.585975;99;GALXY;1.107;0.398
6313;0;0;257.586608;48.331742;99;GALXY;1.107;0.421
5103;0;0;200.125229;43.084014;99;GALXY;1.107;0.465
2856;0;0;141.066696;49.2491;99;INGAL;1.107;0.531
6243;0;0;253.109358;23.332644;13.93388;RAGAL;1.107;0.642
4029;0;0;180.013292;8.181572;99;GALXY;1.107;0.664
333;0;0;14.713808;-16.469247;99;GALXY;1.107;0.753
6292;0;0;255.764375;61.043922;99;GALXY;1.107;0.775
858;0;0;33.125654;-22.471461;99;GALXY;1.107;0.797
2697;0;0;133.747467;-2.987631;99;GALXY;1.107;0.797
620;0;0;24.24865;42.323356;99;GALXY;1.107;0.841
2398;0;0;112.567292;24.487803;99;GALXY;1.107;0.841
1305;0;0;50.345683;-2.316867;99;GALXY;1.107;0.885
4271;0;0;184.885987;56.736644;99;GALXY;1.107;0.907
6501;0;0;269.015533;18.373017;99;INGAL;1.107;0.93
4262;0;0;184.877425;14.877717;11.55;GALXY;1.107;0.952
3070;0;0;149.528808;10.359808;99;GALXY;1.107;0.974
125;0;0;7.209192;2.838906;99;GALXY;1.107;1.018
996;0;0;39.666104;41.647575;99;GALXY;1.107;1.04
5108;0;0;200.828521;-32.342083;99;GALXY;1.103;0.375
6358;0;0;259.721129;52.615353;99;GALXY;1.103;0.375
1334;0;0;52.507792;41.832169;99;GALXY;1.103;0.508
3058;0;0;148.400817;-12.482147;99;GALXY;1.103;0.618
5528;0;0;214.0831;8.293428;99;GALXY;1.103;0.618
3796;0;0;175.129775;60.298958;99;GALXY;1.103;0.64
7777;0;0;358.302033;28.283386;99;GALXY;1.103;0.64
7321;0;0;339.116792;21.621842;20.25984;GALXY;1.103;0.861
976;0;0;38.500042;20.9768;12.6666;GALXY;1.103;0.861
1598;0;0;67.140212;-47.782611;99;GALXY;1.103;0.883
997;0;0;39.310333;7.305592;99;GALXY;1.103;0.927
1570;0;0;65.537283;-43.629547;99;GALXY;1.103;0.949
1578;0;0;65.944412;-51.599422;99;GALXY;1.103;0.949
6615;0;0;274.639525;13.265042;99;GALXY;1.103;0.993
7548;0;0;348.796296;25.281964;99;GALXY;1.103;0.993
4360;0;0;186.090392;9.292747;13.00792;GALXY;1.103;1.059
6182;0;0;247.391588;55.517686;99;GALXY;1.1;0.374
1542;0;0;64.309133;4.781603;13.886;GALXY;1.1;0.396
6430;0;0;266.309417;18.138872;99;GALXY;1.1;0.418
3643;0;0;170.353975;3.013942;99;GALXY;1.1;0.506
5541;0;0;214.1326;39.589111;13.48708;RAGAL;1.1;0.528
7318;0;0;338.993346;33.96605;16.2414;INGAL;1.1;0.6
937;0;0;37.36771;42.24967;99;GALXY;1.1;0.6
7690;0;0;353.260592;-51.698364;12.01;GALXY;1.1;0.638
3016;0;0;147.46115;12.695261;99;RAGAL;1.1;0.66
249;0;0;11.3758;-73.0797;99;H-I-I;1.1;0.7
2205;0;0;92.636346;-62.538444;99;GALXY;1.1;0.704
359;0;0;16.070721;-0.7648;13.6318;GALXY;1.1;0.77
3400;0;0;162.689592;28.468928;99;GALXY;1.1;0.77
2954;0;0;145.100233;14.92265;12.72992;GALXY;1.1;0.792
3111;0;0;151.530912;47.262672;12.98744;RAGAL;1.1;0.814
7194;0;0;330.878875;12.636781;99;GALXY;1.1;0.836
1239;0;0;47.723812;-2.553242;99;GALXY;1.1;0.88
2096;0;0;85.568583;-68.459703;11.31;CLSTR;1.1;0.9
1923;0;0;80.387;-65.488;11.24;GALXY;1.1;0.9
2027;0;0;83.751375;-66.918267;10.97;CLSTR;1.1;0.9
1715;0;0;73.0487;-66.9081;99;EMOBJ;1.1;0.9
5642;0;0;217.306167;30.026381;99;GALXY;1.1;0.902
7057;0;0;321.244537;-42.460456;99;GALXY;1.1;0.902
4993;0;0;197.448775;-23.383831;99;GALXY;1.1;0.946
1864;0;0;78.168208;-67.622506;12.86;CLSTR;1.1;0.95
1971;0;0;81.68992;-69.85089;11.9;CLSTR;1.1;0.95
2965;0;0;145.829806;36.247798;16.38;QASAR;1.1;0.968
7483;0;0;346.451262;3.545139;13.12636;GALXY;1.1;0.99
1238;0;0;47.719396;-10.74795;99;GALXY;1.1;0.99
1897;0;0;79.380708;-67.450539;13.49;CLSTR;1.1;1
1822;0;0;76.286375;-66.212067;13.15;CLSTR;1.1;1
1878;0;0;78.204;-70.472;12.94;CLSTR;1.1;1
1693;0;0;71.908;-69.343;12.89;CLSTR;1.1;1
2028;0;0;83.45192;-69.951;12.88;CLSTR;1.1;1
2059;0;0;84.25638;-70.12686;12.85;CLSTR;1.1;1
1890;0;0;78.443042;-72.079972;12.81;CLSTR;1.1;1
2137;0;0;88.3;-69.483;12.66;CLSTR;1.1;1
2046;0;0;83.909167;-70.241447;12.64;CLSTR;1.1;1
1732;0;0;73.29925;-68.650856;12.3;CLSTR;1.1;1
1943;0;0;80.626292;-70.155211;11.88;CLSTR;1.1;1
1966;0;0;81.6267;-68.8172;11.83;CLSTR;1.1;1
1870;0;0;78.29533;-69.11747;11.26;CLSTR;1.1;1
1676;0;0;70.972125;-68.827194;99;CLSTR;1.1;1
2176;0;0;90.333542;-66.854233;99;CLSTR;1.1;1
5789;0;0;224.147103;30.234569;13.92776;GALXY;1.1;1.01
1696;0;0;72.123583;-68.242583;13.95;GLOCL;1.1;1.1
1764;0;0;74.115042;-67.695992;12.58;CLSTR;1.1;1.1
306;0;0;13.55963;-72.24092;12.07;CLSTR;1.1;1.1
290;0;0;12.80138;-73.16169;11.71;CLSTR;1.1;1.1
1714;0;0;73.035;-66.9231;11.61;EMOBJ;1.1;1.1
1860;0;0;77.671417;-68.753503;11.04;CLSTR;1.1;1.1
1787;0;0;75.438583;-65.824394;10.92;GALXY;1.1;1.1
2125;0;0;87.718917;-69.478142;99;CLSTR;1.1;1.1
7524;0;0;348.443908;-1.730025;99;GALXY;1.097;0.329
435;0;0;18.499383;2.071425;99;GALXY;1.097;0.395
6336;0;0;259.069062;43.820428;99;GALXY;1.097;0.526
5767;0;0;222.393279;47.376189;99;GALXY;1.097;0.614
1568;0;0;66.105629;-0.746272;99;GALXY;1.097;0.702
1383;0;0;54.413558;-18.339472;12.47;GALXY;1.097;0.724
