# Stellarium DSO catalog;;;;;;;;
# Version 3.7 standard;;;;;;;;
# NGC;MES;CAL;RA;DEC;MAG;TYPE;SIZE1;SIZE2
5929;0;0;231.525658;41.670667;14;GALXY;1.83;0.915
5030;0;0;198.4756;-16.490953;99;GALXY;1.83;0.952
5239;0;0;204.1091;7.369708;99;GALXY;1.83;1.061
846;0;0;33.051263;44.568336;99;GALXY;1.83;1.135
4480;0;0;187.611587;4.246472;99;GALXY;1.83;1.244
1726;0;0;74.924583;-7.755142;99;GALXY;1.83;1.318
7796;0;0;359.749208;-55.458367;11.3;GALXY;1.83;1.574
3348;0;0;161.791642;72.839675;99;GALXY;1.83;1.61
5022;0;0;198.378267;-19.546597;99;GALXY;1.827;0.402
549;0;0;21.36865;-38.267375;99;GALXY;1.827;0.438
6186;0;0;248.606187;21.540836;99;GALXY;1.827;0.548
3314;0;0;159.303558;-27.683939;13.11;GALXY;1.827;0.658
853;0;0;32.922842;-9.304536;13.3148;GALXY;1.827;0.804
3370;0;0;161.766829;17.273697;12.395;GALXY;1.827;1.023
2950;0;0;145.646317;58.851219;11.20948;GALXY;1.827;1.169
6911;0;0;304.909758;66.728364;99;GALXY;1.827;1.534
585;0;0;22.925429;-0.932906;13.39344;GALXY;1.823;0.474
3108;0;0;150.620925;-31.677381;99;GALXY;1.823;1.532
958;0;0;37.678496;-2.939003;12.61216;GALXY;1.82;0.837
5582;0;0;215.179704;39.693583;99;GALXY;1.82;1.274
3244;0;0;156.370208;-39.827564;12.28;GALXY;1.82;1.383
1343;0;0;54.456913;72.571336;99;GALXY;1.82;1.42
3583;0;0;168.545746;48.318378;12.03008;INGAL;1.82;1.529
4633;0;0;190.65454;14.35558;13.25;INGAL;1.819;0.794
646;0;0;24.34846;-64.89581;99;INGAL;1.819;1
3289;0;0;158.531004;-35.323444;14.13;GALXY;1.817;0.581
801;0;0;30.936875;38.258672;13.47;GALXY;1.817;0.654
6555;0;0;271.954867;17.604897;99;GALXY;1.817;1.381
4780;0;0;193.521833;-8.621103;99;GALXY;1.817;1.49
1175;0;0;46.134871;42.339264;99;GALXY;1.813;0.58
749;0;0;28.921308;-29.922381;99;GALXY;1.813;0.798
1483;0;0;58.198367;-47.477517;99;GALXY;1.813;1.015
922;0;0;36.268333;-24.788183;12.21;GALXY;1.813;1.052
7029;0;0;317.966921;-49.283722;11.81;GALXY;1.813;1.197
3158;0;0;153.460387;38.764911;12.56148;GALXY;1.813;1.451
482;0;0;20.085037;-40.966094;99;GALXY;1.81;0.434
1401;0;0;54.841071;-22.724717;99;GALXY;1.81;0.507
2907;0;0;142.902542;-16.734767;12.06;GALXY;1.81;1.05
5018;0;0;198.254167;-19.518297;99;INGAL;1.81;1.339
2805;0;0;140.085021;64.102767;99;GALXY;1.81;1.557
3835;0;0;176.020308;60.119681;12.66388;GALXY;1.807;0.578
4550;0;0;188.87755;12.220956;11.68;GALXY;1.807;0.614
2906;0;0;143.026029;8.441906;12.74456;GALXY;1.807;0.903
5347;0;0;208.324387;33.490761;12.7;GALXY;1.807;1.012
1207;0;0;47.064642;38.382164;99;GALXY;1.807;1.156
4620;0;0;190.497192;12.942964;12.86384;GALXY;1.807;1.265
5077;0;0;199.881957;-12.656966;12.85;GALXY;1.807;1.265
6166;0;0;247.159483;39.551381;11.78;QASAR;1.807;1.301
2649;0;0;131.034608;34.717158;12.96028;GALXY;1.807;1.481
7417;0;0;344.456329;-65.038567;99;GALXY;1.803;1.082
3226;0;0;155.86255;19.898439;13.33;GALXY;1.803;1.443
1374;0;0;53.819158;-35.22625;11.08;GALXY;1.803;1.659
4544;0;0;188.902525;3.034531;13.31948;GALXY;1.8;0.504
523;0;0;21.336437;34.025158;14.3036;INGAL;1.8;0.54
1723;0;0;74.857888;-10.980686;99;GALXY;1.8;1.008
7042;0;0;318.441042;13.574883;99;INGAL;1.8;1.224
1644;0;0;69.413;-66.2;12.89;GLOCL;1.8;1.5
1735;0;0;73.585542;-67.099525;10.76;CLSTR;1.8;1.5
1900;0;0;79.788;-63.023;13.59;CLSTR;1.8;1.6
2197;0;0;91.529;-67.098;13.45;CLSTR;1.8;1.6
1265;0;0;49.565308;41.857761;13.02428;GALXY;1.8;1.6
1847;0;0;76.784167;-68.970969;12.469;CLSTR;1.8;1.6
1805;0;0;75.590375;-66.110953;99;GLOCL;1.8;1.6
3193;0;0;154.603683;21.893978;10.88;GALXY;1.8;1.728
1997;0;0;82.642;-63.203;13.43;CLSTR;1.8;1.8
1789;0;0;74.462792;-71.902756;13.06;CLSTR;1.8;1.8
231;0;0;10.28017;-73.34956;12.87;OPNCL;1.8;1.8
2108;0;0;85.984458;-69.181769;12.32;GLOCL;1.8;1.8
1718;0;0;73.104333;-67.052361;12.25;CLSTR;1.8;1.8
376;0;0;15.95921;-72.82597;10.9;CLSTR;1.8;1.8
2016;0;0;82.89604;-69.94539;99;CLSTR;1.8;1.8
1586;0;0;67.659262;-0.304161;99;GALXY;1.797;0.719
4708;0;0;192.42285;-11.093081;99;GALXY;1.797;0.755
7783;0;0;358.541962;0.382978;99;GALXY;1.797;0.826
3479;0;0;164.731188;-14.961342;99;GALXY;1.797;1.006
1440;0;0;56.2621;-18.266044;99;GALXY;1.797;1.437
4246;0;0;184.492158;7.185864;13.02288;GALXY;1.797;1.581
4625;0;0;190.469588;41.273719;12.35;GALXY;1.797;1.617
6770;0;0;289.655517;-60.496461;11.94;GALXY;1.797;1.689
4738;0;0;192.787062;28.7881;13.81;GALXY;1.793;0.323
6585;0;0;273.090821;39.633022;99;GALXY;1.793;0.466
1171;0;0;45.995854;43.398269;99;GALXY;1.793;0.789
53;0;0;3.678333;-60.328486;99;GALXY;1.793;1.004
3930;0;0;177.941771;38.015133;99;GALXY;1.793;1.004
7137;0;0;327.054321;22.159581;99;GALXY;1.793;1.542
1400;0;0;54.878546;-18.688125;10.96;GALXY;1.793;1.614
4686;0;0;191.665954;54.534192;99;GALXY;1.79;0.609
5430;0;0;210.190917;59.32865;12.82608;GALXY;1.79;0.895
2342;0;0;107.325371;20.635894;12.15;GALXY;1.79;1.11
4210;0;0;183.816192;65.985442;12.99728;GALXY;1.79;1.36
2082;0;0;85.463013;-64.301103;99;GALXY;1.79;1.683
2814;0;0;140.298021;64.253258;99;GALXY;1.787;0.357
3786;0;0;174.926971;31.909364;13.74;GALXY;1.787;0.786
3978;0;0;179.042996;60.522621;13.06912;GALXY;1.787;0.858
5313;0;0;207.434812;39.984603;99;GALXY;1.787;0.893
3865;0;0;176.216904;-9.233222;99;GALXY;1.787;1.358
4310;0;0;185.609496;29.208667;99;GALXY;1.783;0.749
5088;0;0;200.084321;-12.571814;99;GALXY;1.783;0.927
4102;0;0;181.596312;52.71095;11.71072;GALXY;1.783;0.981
1208;0;0;46.54965;-9.54135;99;GALXY;1.783;0.999
2271;0;0;100.720817;-23.475939;99;GALXY;1.783;0.999
5056;0;0;199.051375;30.950267;13.42824;GALXY;1.783;1.034
5000;0;0;197.447725;28.906964;13.41;GALXY;1.78;0.605
5597;0;0;216.11435;-16.762694;14.18;GALXY;1.78;0.819
7191;0;0;331.715821;-64.634553;99;GALXY;1.78;0.854
5426;0;0;210.853562;-6.0691;99;GALXY;1.78;0.908
6821;0;0;296.100221;-6.833408;99;GALXY;1.78;0.961
5184;0;0;202.547821;-1.663172;12.92928;RAGAL;1.777;1.244
4411;0;0;186.696733;8.884567;13.65468;GALXY;1.777;1.35
2305;0;0;102.155396;-64.273347;99;GALXY;1.777;1.386
2889;0;0;141.802475;-11.643431;99;GALXY;1.777;1.528
3867;0;0;176.373488;19.400203;99;GALXY;1.773;0.567
3952;0;0;178.419342;-3.996517;99;GALXY;1.773;0.567
3976;0;0;178.988737;6.749444;12.7698;GALXY;1.773;0.638
3654;0;0;171.044692;69.413094;99;GALXY;1.773;0.709
5533;0;0;214.032133;35.343717;99;GALXY;1.773;1.206
2445;0;0;116.729608;39.015269;99;INGAL;1.773;1.419
5156;0;0;202.183729;-48.916814;11.99;GALXY;1.773;1.454
5140;0;0;201.590592;-33.86855;12.97;GALXY;1.773;1.49
4640;0;0;190.740629;12.286719;13.88096;GALXY;1.77;0.743
5898;0;0;229.556475;-24.097961;11.52;GALXY;1.77;1.664
7267;0;0;336.090879;-33.694078;99;GALXY;1.767;0.742
4270;0;0;184.955979;5.463372;99;GALXY;1.767;0.777
1618;0;0;69.027392;-3.148708;99;GALXY;1.767;0.919
3894;0;0;177.209826;59.415662;99;BLAZR;1.767;1.06
6674;0;0;279.641204;25.375108;99;GALXY;1.767;1.519
6781;0;0;289.617021;6.538692;11.8;PLNNB;1.767;1.767
6829;0;0;296.781525;59.907097;99;GALXY;1.763;0.529
2199;0;0;91.187179;-73.399858;99;GALXY;1.763;0.776
4793;0;0;193.669175;28.938767;11.93;GALXY;1.763;0.952
4639;0;0;190.718142;13.257536;12.72;GALXY;1.763;1.199
1638;0;0;70.402137;-1.809017;99;GALXY;1.763;1.34
5230;0;0;203.882875;13.676233;13.03716;GALXY;1.763;1.481
5011;0;0;198.216033;-43.096181;11.33;GALXY;1.763;1.552
5812;0;0;225.232117;-7.457314;99;INGAL;1.763;1.587
6706;0;0;284.212708;-63.166192;99;GALXY;1.76;0.493
4674;0;0;191.514467;-8.655461;13.19944;GALXY;1.76;0.634
3230;0;0;155.933092;12.567883;99;GALXY;1.76;0.739
4008;0;0;179.571029;28.192517;99;GALXY;1.76;1.056
4595;0;0;189.966292;15.2978;12.4336;GALXY;1.76;1.109
1172;0;0;45.400146;-14.836633;99;INGAL;1.76;1.302
2513;0;0;120.602737;9.413592;11.87428;GALXY;1.76;1.408
777;0;0;30.062225;31.429383;11.45;GALXY;1.76;1.478
642;0;0;24.776442;-29.914858;99;INGAL;1.757;0.913
7155;0;0;329.040496;-49.521908;11.83;GALXY;1.757;1.054
6106;0;0;244.6967;7.411014;99;GALXY;1.757;1.159
2859;0;0;141.077288;34.513378;11.35144;GALXY;1.757;1.3
192;0;0;9.805796;0.864136;12.92404;RAGAL;1.753;0.596
2297;0;0;101.1025;-63.717275;99;GALXY;1.753;0.631
2369;0;0;109.157304;-62.343753;99;GALXY;1.753;0.807
7259;0;0;335.77295;-28.954831;99;INGAL;1.753;0.877
5028;0;0;198.441175;-13.042336;99;GALXY;1.753;1.052
6758;0;0;288.467987;-56.309903;11.56;GALXY;1.753;1.438
4795;0;0;193.762071;8.065419;99;GALXY;1.753;1.438
2339;0;0;107.085596;18.780297;99;GALXY;1.753;1.683
536;0;0;21.590725;34.703;12.82212;GALXY;1.75;0.735
7702;0;0;353.870329;-56.012222;12.22;GALXY;1.75;0.875
3884;0;0;176.550779;20.391611;12.88;GALXY;1.75;1.4
5890;0;0;229.463225;-17.589297;99;GALXY;1.747;1.048
653;0;0;25.607146;35.638336;99;GALXY;1.743;0.349
6855;0;0;301.707975;-56.389911;99;GALXY;1.743;1.081
4756;0;0;193.219254;-15.413292;99;GALXY;1.743;1.325
5006;0;0;197.940687;-19.261719;99;GALXY;1.743;1.325
4612;0;0;190.386492;7.314781;11.1916;GALXY;1.743;1.464
6699;0;0;283.008454;-57.320808;12;GALXY;1.743;1.604
3098;0;0;150.569458;24.711092;99;GALXY;1.74;0.383
2590;0;0;126.258425;-0.59145;13.13356;GALXY;1.74;0.626
6771;0;0;289.664642;-60.546008;12.52;GALXY;1.74;0.626
3395;0;0;162.458817;32.982839;12.1;GALXY;1.74;0.835
4343;0;0;185.911208;6.953936;99;GALXY;1.737;0.521
3037;0;0;147.850021;-27.011136;99;GALXY;1.737;0.556
1125;0;0;42.9179;-16.6511;13.13;GALXY;1.737;0.812
2101;0;0;86.5962;-52.0892;99;GALXY;1.737;0.87
1779;0;0;76.325121;-9.147247;99;GALXY;1.737;1.007
7661;0;0;351.8108;-65.2722;99;GALXY;1.737;1.023
6098;0;0;243.89225;19.46142;99;INGAL;1.737;1.047
497;0;0;20.598967;-0.875244;13.29232;INGAL;1.737;1.146
4286;0;0;185.175383;29.345964;99;GALXY;1.737;1.146
1441;0;0;56.429692;-4.091528;99;GALXY;1.733;0.693
2644;0;0;130.382904;4.980222;99;GALXY;1.733;0.728
5962;0;0;234.13185;16.607894;11.34;GALXY;1.733;1.144
2782;0;0;138.521333;40.1138;11.63;GALXY;1.733;1.352
2865;0;0;140.875854;-23.161492;11.43;GALXY;1.733;1.352
80;0;0;5.295271;22.357253;99;GALXY;1.733;1.664
7204;0;0;331.730225;-31.053164;99;INGAL;1.73;0.277
2690;0;0;133.158508;-2.603258;99;GALXY;1.73;0.45
6739;0;0;286.953279;-61.368092;99;GALXY;1.73;0.727
590;0;0;23.420508;44.928692;99;INGAL;1.73;1.038
1729;0;0;75.065375;-3.35245;99;GALXY;1.73;1.107
4147;0;0;182.525621;18.542161;10.74;GLOCL;1.73;1.592
3451;0;0;163.586913;27.239656;17.40804;GALXY;1.727;0.794
2781;0;0;137.864608;-14.816586;99;GALXY;1.727;0.829
6332;0;0;258.762083;43.660225;99;GALXY;1.727;0.829
7166;0;0;330.137175;-43.389778;11.84;GALXY;1.727;0.863
4968;0;0;196.7749;-23.677039;14.79;GALXY;1.727;0.881
1070;0;0;40.842787;4.96845;11.98864;GALXY;1.727;1.45
5475;0;0;211.301437;55.741803;99;GALXY;1.723;0.517
2639;0;0;130.908721;50.205539;11.65;GALXY;1.723;0.879
6008;0;0;238.233458;21.100483;99;INGAL;1.723;0.931
2582;0;0;126.300317;20.334792;99;GALXY;1.723;1.034
6687;0;0;279.342162;59.643014;99;GALXY;1.723;1.034
7280;0;0;336.6149;16.148267;99;INGAL;1.723;1.068
3056;0;0;148.637083;-28.298167;99;GALXY;1.723;1.137
7046;0;0;318.733458;2.834831;99;GALXY;1.723;1.137
7347;0;0;339.984008;11.027561;99;GALXY;1.72;0.344
5047;0;0;198.952196;-16.518903;99;GALXY;1.72;0.585
4722;0;0;192.884996;-13.330069;99;GALXY;1.72;0.619
678;0;0;27.353579;21.9973;99;GALXY;1.72;0.654
5135;0;0;201.433579;-29.833678;13.35;GALXY;1.72;0.843
4830;0;0;194.366258;-19.691297;99;GALXY;1.72;1.101
5473;0;0;211.180175;54.892619;99;GALXY;1.72;1.204
1066;0;0;40.957888;32.474869;99;GALXY;1.72;1.514
5661;0;0;217.989167;6.250472;99;GALXY;1.717;0.412
485;0;0;20.364975;7.018058;99;GALXY;1.717;0.481
257;0;0;12.006292;8.297069;99;GALXY;1.717;0.961
3364;0;0;162.124129;72.425064;99;GALXY;1.717;1.133
2717;0;0;134.254729;-24.673756;99;GALXY;1.717;1.305
6824;0;0;295.919463;56.109444;99;GALXY;1.717;1.305
6688;0;0;280.167175;36.289628;99;GALXY;1.717;1.511
3233;0;0;155.489487;-22.267722;99;GALXY;1.713;0.583
1375;0;0;53.82015;-35.265694;12.4;GALXY;1.713;0.72
969;0;0;38.532896;32.947228;12.41;GALXY;1.713;0.857
947;0;0;37.137958;-19.042192;99;GALXY;1.713;0.925
2615;0;0;128.638992;-2.546825;99;GALXY;1.713;1.165
4273;0;0;184.983596;5.343367;12.25996;GALXY;1.713;1.199
3459;0;0;163.684496;-17.042036;99;GALXY;1.71;0.445
7212;0;0;331.7583;10.233469;99;GALXY;1.71;0.547
5468;0;0;211.645325;-5.453161;99;GALXY;1.71;1.163
7223;0;0;332.538117;41.01725;99;GALXY;1.71;1.402
2550;0;0;127.166504;73.747947;99;GALXY;1.71;1.471
57;0;0;3.878638;17.328394;12.06744;GALXY;1.71;1.505
329;0;0;14.506617;-5.071253;99;GALXY;1.707;0.546
5673;0;0;217.878846;49.958814;13.8802;GALXY;1.707;0.58
7536;0;0;348.554717;13.426397;13.43;GALXY;1.707;0.614
3537;0;0;167.134142;-10.49185;99;GALXY;1.707;0.819
3885;0;0;176.693787;-27.922181;11.89;GALXY;1.707;0.887
2216;0;0;95.378175;-22.0874;99;GALXY;1.707;1.092
783;0;0;30.27755;31.882483;13.20456;GALXY;1.707;1.399
7744;0;0;356.246825;-42.910872;11.35;GALXY;1.707;1.536
2274;0;0;101.822404;33.567261;99;INGAL;1.707;1.57
4749;0;0;192.800004;71.636786;99;GALXY;1.703;0.341
4207;0;0;183.876817;9.584939;99;GALXY;1.703;0.579
5091;0;0;200.327483;-43.72345;13.35;GALXY;1.703;0.647
4809;0;0;193.71275;2.65408;18.53624;INGAL;1.7;0.7
7253;0;0;334.87571;29.38797;15.21284;INGAL;1.7;0.7
6090;0;0;242.91829;52.45597;99;INGAL;1.7;0.7
4676;0;0;191.546873;30.722759;13.8802;GALXY;1.7;0.88
7248;0;0;334.219079;40.504239;12.39;GALXY;1.7;0.9
5477;0;0;211.3879;54.4611;14.01;GALXY;1.7;1.3
6920;0;0;310.988829;-80.000808;99;INGAL;1.7;1.394
2003;0;0;82.729333;-66.466103;11.3;CLSTR;1.7;1.4
71;0;0;4.598325;30.063208;99;GALXY;1.7;1.496
2105;0;0;86.080917;-66.917214;12.19;CLSTR;1.7;1.5
1774;0;0;74.5255;-67.240944;10.76;CLSTR;1.7;1.5
1951;0;0;81.522542;-66.597656;10.58;CLSTR;1.7;1.5
4344;0;0;185.90646;17.54067;12.6608;GALXY;1.7;1.6
1704;0;0;72.479;-69.755;11.5;CLSTR;1.7;1.6
2060;0;0;84.46483;-69.17325;9.59;SNREM;1.7;1.7
2193;0;0;91.571;-65.098;13.42;CLSTR;1.7;1.7
1950;0;0;81.13767;-69.90119;13.17;CLSTR;1.7;1.7
1629;0;0;67.4;-71.838;12.677;GLOCL;1.7;1.7
1917;0;0;79.764042;-69.001761;12.33;CLSTR;1.7;1.7
294;0;0;13.2635;-73.35442;12.24;CLSTR;1.7;1.7
1902;0;0;79.577458;-66.627458;11.77;CLSTR;1.7;1.7
416;0;0;16.97908;-72.34739;11.76;OPNCL;1.7;1.7
2172;0;0;90.025542;-68.636497;11.75;OPNCL;1.7;1.7
2107;0;0;85.801125;-70.640786;11.51;CLSTR;1.7;1.7
1872;0;0;78.29854;-69.3125;11.04;CLSTR;1.7;1.7
1987;0;0;81.820583;-70.737267;99;GLOCL;1.7;1.7
6189;0;0;247.92054;59.62639;99;GALXY;1.698;0.831
3779;0;0;174.71312;-10.58389;99;GALXY;1.698;0.87
6757;0;0;286.27625;55.71728;99;GALXY;1.698;1.174
3060;0;0;149.080017;16.831264;13.20748;GALXY;1.697;0.543
5379;0;0;208.893112;59.742825;99;GALXY;1.697;0.679
926;0;0;36.527942;-0.332011;13.44;GALXY;1.697;0.848
6780;0;0;290.711913;-55.775825;99;GALXY;1.697;0.95
5495;0;0;213.097304;-27.107978;13.5;GALXY;1.697;1.357
2601;0;0;126.377937;-68.1177;99;GALXY;1.697;1.357
4041;0;0;180.550721;62.137286;11.66432;GALXY;1.697;1.391
6646;0;0;277.411437;39.865128;99;GALXY;1.697;1.391
582;0;0;22.991854;33.476514;99;GALXY;1.693;0.542
3800;0;0;175.056321;15.342358;99;GALXY;1.693;0.542
1160;0;0;45.305246;44.955422;99;INGAL;1.693;0.779
2648;0;0;130.665938;14.285503;11.82;INGAL;1.693;0.847
3872;0;0;176.454454;13.766686;99;INGAL;1.693;1.253
3089;0;0;149.902742;-28.331403;99;GALXY;1.693;1.422
509;0;0;20.850325;9.433469;99;GALXY;1.69;0.676
4428;0;0;186.867933;-8.167894;99;GALXY;1.69;0.777
2475;0;0;119.501717;52.861819;99;INGAL;1.69;0.879
5032;0;0;198.362275;27.802394;99;GALXY;1.69;1.082
4143;0;0;182.400358;42.534217;12.08;GALXY;1.687;0.911
1351;0;0;52.645763;-34.85395;99;GALXY;1.687;1.079
6919;0;0;307.908904;-44.216456;99;GALXY;1.687;1.113
7163;0;0;329.835113;-31.883083;99;GALXY;1.687;1.113
5328;0;0;208.222137;-28.489272;99;GALXY;1.687;1.181
3308;0;0;159.093217;-27.438111;12.36;GALXY;1.687;1.214
6051;0;0;241.236267;23.932872;13.19008;GALXY;1.687;1.282
3883;0;0;176.696642;20.675361;99;GALXY;1.687;1.282
2146;0;0;95.979925;78.530114;12.87;INGAL;1.687;1.316
2487;0;0;119.585175;25.14925;12.23;RAGAL;1.687;1.383
5831;0;0;226.029267;1.219917;11.99996;GALXY;1.687;1.585
4081;0;0;181.141387;64.436783;99;GALXY;1.683;0.404
4601;0;0;190.194654;-40.893078;14.2;GALXY;1.683;0.505
2470;0;0;118.586554;4.459647;99;GALXY;1.683;0.505
4717;0;0;192.643296;-9.463022;99;GALXY;1.683;0.572
2503;0;0;120.152662;22.400067;13.93288;GALXY;1.683;0.909
1359;0;0;53.448742;-19.491947;99;GALXY;1.683;0.909
182;0;0;9.551646;2.728583;12.80224;GALXY;1.683;1.044
3818;0;0;175.488983;-6.155661;99;GALXY;1.683;1.044
4897;0;0;195.220612;-13.449797;99;GALXY;1.683;1.111
7229;0;0;333.513429;-29.382714;99;GALXY;1.683;1.178
7490;0;0;346.854796;32.375092;99;GALXY;1.683;1.448
4205;0;0;183.7316;63.782756;99;GALXY;1.68;0.47
518;0;0;21.073429;9.330956;99;GALXY;1.68;0.571
6041;0;0;241.148988;17.721444;13.91224;GALXY;1.68;0.84
5087;0;0;200.104004;-20.611028;12.08;GALXY;1.68;0.941
4814;0;0;193.841429;58.343967;99;INGAL;1.68;1.142
6941;0;0;309.09775;-4.618844;13.24368;GALXY;1.68;1.31
2763;0;0;136.7043;-15.499753;99;GALXY;1.68;1.378
7371;0;0;341.515504;-11.001061;99;GALXY;1.68;1.613
1258;0;0;48.5228;-21.774222;99;GALXY;1.677;0.704
2980;0;0;145.799833;-9.6124;99;GALXY;1.677;0.771
73;0;0;4.662404;-15.322247;99;GALXY;1.677;0.838
7022;0;0;317.396792;-49.303672;99;GALXY;1.677;0.838
2921;0;0;143.631683;-20.920392;99;GALXY;1.677;0.905
6906;0;0;305.891233;6.443681;99;GALXY;1.677;1.107
1771;0;0;74.732237;-63.298261;99;GALXY;1.673;0.469
6142;0;0;245.837904;37.2585;13.85448;GALXY;1.673;0.602
5587;0;0;215.544737;13.917939;12.85972;GALXY;1.673;0.602
824;0;0;31.721963;-36.453144;99;GALXY;1.673;0.669
3755;0;0;174.139008;36.4103;99;GALXY;1.673;0.77
5207;0;0;203.05815;13.892308;99;GALXY;1.673;0.904
4114;0;0;181.801054;-14.185414;99;GALXY;1.673;1.071
4378;0;0;186.325317;4.925025;13.49;GALXY;1.673;1.372
3642;0;0;170.575058;59.074242;14.04;GALXY;1.673;1.657
1514;0;0;62.320768;30.775962;9.48;PLNNB;1.673;1.673
2545;0;0;123.558875;21.355522;12.85116;GALXY;1.67;0.768
5691;0;0;219.472246;-0.398872;12.71596;GALXY;1.67;0.902
2679;0;0;132.887192;30.865419;13.1092;INGAL;1.67;1.035
2880;0;0;142.394242;62.490619;99;GALXY;1.67;1.102
568;0;0;21.987467;-35.71775;12.59;GALXY;1.67;1.169
5798;0;0;224.408187;29.968494;99;GALXY;1.667;0.667
5298;0;0;207.152025;-30.428544;13.09;GALXY;1.667;0.833
2619;0;0;129.386354;28.705214;12.72;GALXY;1.667;0.867
5306;0;0;207.297562;-7.224361;99;GALXY;1.667;1.567
3650;0;0;170.647417;20.704028;99;GALXY;1.663;0.366
1417;0;0;55.489258;-4.704858;99;GALXY;1.663;0.998
5768;0;0;223.033112;-2.529714;13.04592;GALXY;1.663;1.131
6580;0;0;273.140504;21.426078;99;GALXY;1.663;1.264
4369;0;0;186.15085;39.382981;11.59708;GALXY;1.663;1.597
7328;0;0;339.372071;10.531583;13.1;GALXY;1.66;0.83
3497;0;0;166.825242;-19.471544;99;GALXY;1.66;1.129
1588;0;0;67.68275;0.66467;99;INGAL;1.659;0.933
4163;0;0;183.03762;36.16808;13.2;GALXY;1.659;1.258
6579;0;0;273.13254;21.42069;99;INGAL;1.659;1.445
7697;0;0;353.720825;-65.395958;99;GALXY;1.657;0.331
5346;0;0;208.257996;39.580525;99;GALXY;1.657;0.663
4656;0;0;190.990204;32.170289;10.52;GALXY;1.657;0.861
499;0;0;20.797746;33.460083;12.3;GALXY;1.657;1.093
6000;0;0;237.456483;-29.386806;99;GALXY;1.657;1.16
3693;0;0;172.048492;-13.194311;99;GALXY;1.653;0.694
7177;0;0;330.171875;17.738117;11.37172;GALXY;1.653;1.091
5665;0;0;218.107483;8.078453;99;INGAL;1.653;1.257
3309;0;0;159.148546;-27.518431;11.78;GALXY;1.653;1.554
1581;0;0;66.187363;-54.942;99;GALXY;1.65;0.693
5220;0;0;203.986083;-33.453831;99;GALXY;1.65;0.792
7720;0;0;354.62246;27.031535;13.3;GALXY;1.65;1.188
3625;0;0;170.130233;57.781325;13.66864;GALXY;1.647;0.56
4561;0;0;189.033904;19.322589;99;GALXY;1.647;0.955
974;0;0;38.607375;32.954444;99;GALXY;1.647;1.482
2769;0;0;137.633713;50.433361;13.14604;INGAL;1.643;0.394
64;0;0;4.376533;-6.824636;99;GALXY;1.643;0.756
818;0;0;32.185458;38.777253;99;GALXY;1.643;0.855
7246;0;0;334.427767;-15.571286;99;GALXY;1.643;1.019
4955;0;0;196.519987;-29.754333;99;GALXY;1.643;1.348
541;0;0;21.434604;-1.379497;12.08;INGAL;1.643;1.38
6478;0;0;267.159792;51.157242;99;GALXY;1.64;0.656
4079;0;0;181.207671;-2.382547;13.05956;GALXY;1.64;1.214
2554;0;0;124.472817;23.472106;99;GALXY;1.64;1.279
845;0;0;33.082571;37.477356;99;GALXY;1.637;0.295
898;0;0;35.834979;41.951458;99;GALXY;1.637;0.393
4159;0;0;182.723479;76.125831;99;GALXY;1.637;0.491
2992;0;0;146.425187;-14.326361;12.18;GALXY;1.637;0.704
4479;0;0;187.576429;13.577467;12.44;GALXY;1.637;0.851
2275;0;0;101.824758;33.5992;99;INGAL;1.637;0.917
6063;0;0;241.804017;7.979008;13.25436;GALXY;1.637;1.015
706;0;0;27.960537;6.296878;12.5;GALXY;1.637;1.015
6653;0;0;281.159667;-73.263475;99;GALXY;1.637;1.506
4338;0;0;185.808075;28.894108;99;GALXY;1.633;0.229
1476;0;0;58.03625;-44.53239;13.82;GALXY;1.633;0.261
2938;0;0;144.599075;76.319625;99;GALXY;1.633;0.291
5705;0;0;219.957046;-0.718383;20.07144;GALXY;1.633;0.327
4190;0;0;183.433992;36.631275;13.25;GALXY;1.633;0.392
4204;0;0;183.809829;20.659078;99;GALXY;1.633;0.425
4287;0;0;185.201887;5.639706;14.48612;GALXY;1.633;0.523
406;0;0;16.854417;-69.879242;99;GALXY;1.633;0.555
5669;0;0;218.18115;9.890408;99;GALXY;1.633;0.621
7361;0;0;340.576721;-30.055303;12.5;GALXY;1.633;0.653
4668;0;0;191.383088;-0.533989;99;GALXY;1.633;0.653
4485;0;0;187.629637;41.701172;11.93;INGAL;1.633;0.719
5693;0;0;219.046462;48.584531;99;GALXY;1.633;0.784
5326;0;0;207.711304;39.574914;99;GALXY;1.633;0.849
6789;0;0;289.171537;63.973306;99;GALXY;1.633;0.849
4688;0;0;191.943587;4.336075;14.20484;GALXY;1.633;0.882
5774;0;0;223.428146;3.582242;12.94;INGAL;1.633;0.915
1314;0;0;50.671554;-4.186542;99;GALXY;1.633;0.915
776;0;0;29.976962;23.644464;24.91928;GALXY;1.633;0.947
3455;0;0;163.629442;17.284608;12.7984;INGAL;1.633;0.947
1311;0;0;50.028942;-52.185489;99;GALXY;1.633;0.947
6301;0;0;257.136413;42.339128;99;GALXY;1.633;0.947
3719;0;0;173.056108;0.819314;99;RAGAL;1.633;1.045
5237;0;0;204.412733;-42.846917;12.67;INGAL;1.633;1.111
7264;0;0;335.557525;36.386981;99;GALXY;1.63;0.326
1100;0;0;41.400329;-17.688933;99;GALXY;1.63;0.782
63;0;0;4.439692;11.450358;99;GALXY;1.63;0.848
2771;0;0;137.665083;50.37975;99;INGAL;1.63;0.848
